,text,label
774,ARFC GHO  Increase Borrow Rate,bullish
775,Proposal Balancer V2 Liquidity Mining Program,bearish
776,Uniswap Arbitrum LTIPP Matching,neutral
777,What are your CAKE targets,neutral
778,AIP273 ApeCoin to CoSponsor Encodes upcoming University Hackathon,bullish
779,Do you think everyone should be able to open a vote,neutral
780,Deploy or Upgrade Aave V3 on Avalanche,neutral
781,Сarbon browserCSIX to go 1 yes or not,neutral
782,牛市结束了吗,bullish
783,你觉得未来CAKE需要深化哪方面的赋能,bearish
784,Authorize Gauntlet to Manage MetaStable and Stable Pools,bearish
785,sCIP27  Add a BAC TriPool Metapool,bearish
786,minimal 12 fix terms for each user with free choice of  of days,neutral
787,Add V2 Market assets to Polygon Market,bearish
788,when price of CAKE to 100,neutral
789,ARFC  Retroactive bug bounties proposal preImmunefi,bullish
790,CAKE to the moon ,neutral
791,Buy things on the pancake shop with cake,bearish
792,CIP29  Stop Censorship  Embrace Transparency,bearish
793,Temperature Check Deploy Uniswap v3 on Moonbeam 2023,neutral
794,crv交换的时候滑点是不是很低,bullish
795,Cake price can reach 20 in 2024,bullish
796,Like post,neutral
797,Cake currency chart has a strange profit ahead  ,neutral
798,Can CRV do currency and foreign exchange transactions Is it possible to introduce derivatives like foreign exchange into the bl,bearish
799,cùng vote,neutral
800,Community help needed  emergency matter of life,bearish
801,Do you think curve team should improve the UI,bullish
802,Consensus check  Should Uniswap incentivize liquidity on Optimism and Arbitrum,bearish
803,We need the price rising again,bearish
804,ARFC Reduce Reserve Factor on wstETH,bearish
805,Should Curve DAO start buying up YFI,bullish
806,Will the arrival of future metaverse worlds be of great help to mankind,bullish
807,Arb token price,neutral
808,AIP340 ApeCoin Payment Gateway,neutral
809,BTC  price come to 15K again,neutral
810,Proposal BAL for Gas,bullish
811,112121,bullish
812,OpenZeppelin Security Partnership,bullish
813,ARFC Treasury Management  Tooling Upgrade,bullish
814,Proposal for a Quidd QUIDD Syrup Pool and Farm,bearish
815,BIP75 Orb Marketing Budget Proposal for Q4,neutral
816,Binance event on November 8 what do people expect,bearish
817,sCIP24  renFIL  wFIL pool,bearish
818,Can we get another Dex like cake,neutral
819,Saving Lily A Fathers Fight to Keep His Daughter Alive ,bearish
820,BIP117 Holdr Friendly Fork Proposal,bullish
821,Proposal Contribute from Ecosystem Fund to Gitcoin Grants Round 7,bearish
822,AIP355 Reallocation of Ecosystem Fund into Ethereum and USDC,bullish
823,wpdjfdfw,bearish
824,每个Curve池子都能从交易费中赚取利息吗,bullish
825,ARC Supplyborrow cap framework Fast track framework,bearish
826,BIP 62 Deploy and Seed Rari Fuse Pool,bullish
827,BIP29 Introduce GaugeAdder v2,neutral
828,Stake Auto Earn Cake Syrup Pool,neutral
829,PredictionBeta odds,neutral
830,BUSD for perpetual futures,neutral
831,Add Transak fiat on ramp service on Aave,bullish
832,ARFC Upgrade Aave V3 ETH pool wETH parameters,bullish
833,Urgent Cancer Help,neutral
834,Cake 100 In this Bull Run,neutral
835,ARFC Gauntlet Recommendation on TUSD for Aave v2 Ethereum,bullish
836,Add MONSTACAKE Farm to syrup pool,bullish
837,can anyone donate to my retirement D,bearish
838,BIP31 Authorize the Batch Relayer v3,neutral
839,New Deflationary NFT  With NFT Burning,neutral
840,Auto harvest to cake auto pool,bearish
841,sCIP10  Adding a Metapool for BBTC Binance BTC,bullish
842,Add DPI on Aave V2,bullish
843,EMPOWER ULTRASOUND CAKE,bullish
844,TEMP CHECK Aave V3 Deployment on Celo,bearish
845,Unlock CAKE from Pool farms,bullish
846,cake会不会被baby取代,bearish
847,TEMP CHECK  Introducing FastPass  A Safety Module Update,neutral
848,help my mother for her heart operation,neutral
849,Make cake burn nonstop for 85 years or an automatically supporting economy,bearish
850,Fun  Token Burn  UNOinspired Game Challenge,neutral
851,如果接下来是熊市你还会持有CRV吗,bullish
852,Do you think CZ leaving Binance will affect PancakeSwap,neutral
853,Snapshot Voting Privacy Setting,neutral
854,Proposal for a Nabox NABOX Syrup Pool and Farm,bearish
855,cake go to the moon in 2024,neutral
856,机器人测试排除空投真人勿点,neutral
857,Implementing a Points system through Pancake Bunnies for Enhanced Farming,bearish
858,Roadmaps Higher Priority to Lending  Borrowing  Fixed Term Staking,bearish
859,Will we see new CAKE ATH,bullish
860,Token Burn,bullish
861,AIP337 Reevaluating ApeCoin DAO Special Council Salaries Structure,bullish
862,More Pools,bullish
863,I hope the pancake exchange can grow bigger and stronger and share some of the pressure for Zhao Changpeng,bearish
864,Bull or Bear,neutral
865,sCIP19  AAVE Stable Pool aDAIaUSDCaUSDT,bullish
866,BIP 70 blCVX Badger emissions restructure prorata rewards,bullish
867,My Family need urgent cancer treatment,bullish
868,Supply and Borrow Cap Updates  Aave V3 Avalanche,neutral
869,CAKE Casino,neutral
870,The CAKE lock warehouse automatically exits the mechanism listens to the CAKE HOLDERs opinions and hopes the kitchen hears or sees our ideas,neutral
871,Add jEUR on Aave v3 on Polygon,bullish
872,AIP406 ApeCoin DAO multiyear partnership with Redacted a Formula One Team,bearish
873,Greenlight for GHO,bullish
874,Treasury Swap Balancer DAO  Fei DAO,neutral
875,Decide on Gauge Unexpected Behavior,neutral
876,Deploy lending in pancakeswap,neutral
877,crv的价格会在2022年之前回到23U的前高吗,bearish
878,ARFC sDAI Aave V3 Onboarding,bearish
879,ARFC sDAI Onboarding on Aave V3 Gnosis Pool,bullish
880,BIP277 Enable Authorizer Wrapper,neutral
881,CAKE Burnout Rewards New usecaseinvestment to lower the circulating supply,bearish
882,Proposal for Meta Apes PEEL IFO to be Hosted on PancakeSwap,bullish
883,ARFC Treasury Management  Add to rETH Holding,bullish
884,Proposal Increase AAVE capTier from cap3 to cap4 10M  30M,bearish
885,Delete Scam Proposals With Fake Links,neutral
886,Burn all V1 Syrup Pools deposited Cakes,bullish
887,投票权限改为持有crv就可以,bullish
888,BIP373 Enable 80IDLE20USDC Gauge Ethereum,neutral
889,Proposal Balancer V2 Authorize Gauntlet Network to set swap fees,bullish
890,Polygon Authorize Batch Relayer V2 for USD Boosted Pool,bullish
891,狂暴牛市12月会来吗,bearish
892,Proposal Increase AAVE capTier from cap5 to Uncapped 100M  Uncapped,bullish
893,ARFC ACI Phase II,bullish
894,Considerando il grande sviluppo di defi sostieni la curva airdrop,bullish
895,BIP 78 Return Recoverable Tokens,bullish
896,Start a viral twitter  social media campaign to make CAKE Bunny popular,bearish
897,p2p market and autolending feature,neutral
898,2022 most potential cryptocurrency,bearish
899,BIP121 Permission granting  Recovery Mode,bullish
900,donetest,neutral
901,AIP168 The Legend of ApeCoin Atrium Casting Call,bullish
902,Allocate up to 2MM in BAL to Secure a BAL Reactor in Tokemak CoRE3,bearish
903,Will cake will outperform bnb in the next bull run,bullish
904,Cake seeker,bullish
905,Will cake pump next bullmarket,bullish
906,TEMP CHECK Onboard CDCETH to Aave V3 on Ethereum,bullish
907,BIP234 Enable stMATIC  bbawMATIC Gauge Polygon,neutral
908,CIP5 Add hBTCwBTC pool and a liquidity gauge for that pool,bullish
909,ARFC Onboard AgEUR to Aave Optimism V3,bullish
910,The IFO period needs to change Or the IFO system,bearish
911,BIP568 Fund Balancer Maxis for Q2 2024,neutral
912,Love for Pancakeswap,neutral
913,Is bear market over,bullish
914,Will the cake rise to 100,bullish
915,Proposal for a pSTAKE PSTAKE and stkBNB Syrup Pool and Farm,neutral
916,BIP 73 NFT Boost v1,bearish
917,BIP 57 Emissions WBTC Sett incentives Launch Boost for new products fix 100 DIGG emissions to DIGG Setts,bearish
918,Proposal to Upgrade Galxes GAL Liquidity Pair for Farm Rewards from v2 to v3,bearish
919,Add AMPLE to Farm,bearish
920,Is CRV a good choice,bullish
921,when we are waiting drop L0,bullish
922,您认为Curve应该调整CRV的总供应量吗,bearish
923,Pancake should Create its own NFT Marketplace,neutral
924,Pancake Squad Pay Cakes to Reroll Traits High Cake Burn,neutral
925,ARC LDO Emission_Admin for Polygon v3 Liquidity Pool,neutral
926,Funding a Political Defense of DeFi,bearish
927,TEMP CHECK GHO Stability Module Launch,bullish
928,New token kace for nft market and same airdrop to cake holders,neutral
929,BIP125 Enable wstETHACX 5050 Gauge Ethereum,bullish
930,sCIP18  sEUREURs Pool,bearish
931,Proposal to Remove DZAR from Whitelist,bullish
932,What should be the LTVLiquidation Threshold level for Aave V2,neutral
933,Should pancake be included in a metaverse,neutral
934,Cake Army against inflation ,neutral
935,测试,neutral
936,Proposal for a Step Hero Syrup Pool and Farm,bearish
937,CIP21  Adding a LINKUSD 3Pool Metapool,bearish
938,Lottery subscription,neutral
939,Crosschain swap on pancakeSwap,neutral
940,Proposak For a PaisaPad,bullish
941,CRV有2022年的开展计划吗,bullish
942,PancakeSquad NFT Marketing,bullish
943,what is the range for using cake,bearish
944,Sui sold,bearish
945,这波牛市里crv能够后续爆发吗,bullish
946,sCIP26  Add a USDP TriPool Metapool,bullish
947,CIP18  Incentive for providing onchain CRV liquidity,bullish
948,ARB Or OP,neutral
949,Sui is,bearish
950,BIP583 Enable Gauges for sUSDe  USDC and USDe  USDC Arbitrum,neutral
951,Integrating XVS as a Payment Option on Travalacom,bearish
952,Temperature Check  Managing Systemic Risk in Uniswaps Community Treasury using KPI Options,neutral
953,LFG to the moon,bullish
954,LETS GET TRX BACK,bearish
955,What should pancake swaps focus on,bullish
956,UI Rebrand Contest,bullish
957,CIP9  How should the admin fee be distributed to veCRV holders,bearish
958,TEMP CHECK Further Aave v1 deprecation strategy,bullish
959,BIP120 Cleanup Unused Gauges,bullish
960,aid to ukraine,bearish
961,Proposal to recognize Mancake as an affiliate DEX on Mantle Network,bearish
962,reward for users who survived the bear,bullish
963,Improve the Governance System,bullish
964,Do you expect cake to send some substantial rewards to loyal users later,bearish
965,AIP124 Thank APE Decentralized Automated Rewards for Valuable ApeCoin Contributions,bullish
966,Allowlist Pickle Finance in veBALs VotingEscrow,bearish
967,对于现在这个价格你会抄底吗,bullish
968,ARC Improve Governance Discussion and Voting Processes with Commonwealth,neutral
969,YOYO WADDDDDUP,neutral
970,sCIP28  cyDAIcyUSDCcyUSDT,bullish
971,Merry Christmas wishes,bullish
972,PancakeSwap Educational Video,neutral
973,朋友们看好crv的愿景吗,bullish
974,Y or N,bullish
975,Which chain should PancakeSwap focus on,bullish
976,BIP115 Balancer Smart Vaults Fee Collector,bullish
977,sCIP43a  DAO Role Delegation,bearish
978,Retroactive Airdrop For Proxy Contract Users eg 1Inch Dharma Matcha etc,bullish
979,BIP499 Reenable gauges for migrated FXPools,neutral
980,OUTOCAKE,bearish
981,Eth 2500 this month,neutral
982,ETH 2025 ATH 9000,neutral
983,who can I just want to get drunk 0x72e8288873d1A795BA39dd607A20502DF68ab8b4,neutral
984,BIP118 Appointment of director to the Balancer Foundation,bullish
985,New her,bearish
986,APT price,neutral
987,ARFC Emission Manager Framework Update,bearish
988,ARFC Bug bounties proposal,bullish
989,Compensate for Locked APR Stakers Or Give Us Some Options,bullish
990,sCIP12  Adding a Metapool for BUSD TUSD or PAX,bullish
991,ARFC Gauntlet USDCe Supply and Borrow Cap Recommendation on Optimism Aave v3,neutral
992,dpx stolen that my Last money give me some money,bearish
993,Pancakes games,bullish
994,R4belt  busd farm,bullish
995,Airdrop for snapshot voters on CAKE,neutral
996,Proposal for a New Angle agEUR Farm,neutral
997,Will CRV down to hit ATL in 2022,bullish
998,Temperature Check Grant for Messari Quarterly Reporting,bearish
999,Add ENS as collateral,neutral
1000,Temperature Check Deploy Uniswap V3 to zkSync,neutral
1001,Support lossless lottery for auto cake pool,neutral
1002,AIP437 A Powerup for ApeChain Blever  where NFTs  Social Farming meet,bearish
1003,Evgeny,bullish
1004,PancakeSquad PotteryUtility,neutral
1005,BIP 51 Grants Month 4,bearish
1006,crv的流动池可以贯穿牛熊吗,bullish
1007,Do you think Curve should adjust its total supply of tokens,bearish
1008,Launch Aave on Harmony,bullish
1009,Should Curve burn some CRVs,bullish
1010,Deploy a new inapp swap fully owned by Venus,neutral
1011,AIP419 Expansion of ApeChain Presence in Key Asian Events,neutral
1012,iOS or Android,bearish
1013,Temperature Check  GRANT REQUEST pZEIP BundleSwapFeature 31Third,bearish
1014,BIP534 Reenable 50tBTC50WETH Gauge Base,neutral
1015,Increase incentives for zkEra ecosystem,neutral
1016,Should nine 9 total risk parameters across five 5 Aave V2 assets be updated,bearish
1017,will ETH hit 10000 before 2022,bullish
1018,cake,bullish
1019,Should nine 9 total risk parameters across seven 7 Aave V2 assets be adjusted,bullish
1020,BIP261 Aave v3 Gauge Migration 2,neutral
1021,CIP11  Which pool should admin fee be tested on,bearish
1022,AIP206  Create and Gift MultiLink Ape Coin Armory Club and Ape Coin Pet Club NFTs,neutral
1023,Deploy Uniswap v3 on Arbitrum,neutral
1024,Transition Treasury Control to Governance Multisig,bearish
1025,Which do you like CAKE or cake,bullish
1026,Sil y a un marché baissier ensuite détiendrezvous toujours CRV,bullish
1027,AIP433 APE EXPRESS  Next Gen degen tools for building instantly on ApeChain,bearish
1028,sCIP25  stETHETH Pool,bearish
1029,Increase MKR from Cap3 to Cap4 10m  30m,bullish
1030,1or2,neutral
1031,CIP19  Add USDN Metapool,bearish
1032,Form the Emergency subDAO,bearish
1033,Should an admin fee be introduced to Curve Finance,bullish
1034,NFT Sport Art,bearish
1035,Proposal for more zkSync campaigns,bearish
1036,ARFC Onboard AgEUR to Aave Arbitrum V3,bullish
1037,BIP 69 b Emissions Q4 DIGG Setts,bullish
1038,CIP19  Add USDK Metapool,bearish
1039,Curve有互换机制和收益集成机制吗,bullish
1040,The FITFI  STEP APP ,bearish
1041,CRV会在2022年继续创新高吗,bearish
1042,Should the be an IQ limit to participate in cryptocurrency,bearish
1043,Turn Pancakeswap into a multichain DEX,bearish
1044,Cardano Ada,bearish
1045,ARFC Chaos Labs Risk Parameter Updates  Aave V2 Ethereum  20230809,bearish
1046,Boosted Pools Authorize Gauntlet and the Ballers Multisig to manage pool parameters,bullish
1047,How do you think pancake marketing is doing,bearish
1048,What should be the voting delay period,neutral
1049,curve年底是否可以达到100美金,bullish
1050,how are u,bearish
1051,TEMP CHECK Aave V3 Deployment on Base,bearish
1052,Reposted Proposal for a Froyo Games FROYO Syrup Pool and FROYOCAKE Farm,bullish
1053,MOMOTA,bullish
1054,你满意CURVE目前的开发进度吗,bullish
1055,SOLBNB Farm,neutral
1056,No profit  Play to Earn Game,neutral
1057,BIP 69 a Emissions Q4 schedule,bullish
1058,PancakeInMetaverse,bullish
1059,TEMP CHECK Aave v3 MVP deployment on Scroll mainnet,neutral
1060,Temperature Check  GRANT REQUEST Boardroom to build 0x Protocols Governance Portal,bullish
1061,Proposal Move DEXG from cap1 to cap2,bullish
1062,是否应该继续持有crv,bullish
1063,CIP14  Buy and burn vs distribution to veCRV holders,bearish
1064,Pancake ecosystem overhaul,bearish
1065,Wen drop,bullish
1066,Do you provide community support for Aave deployment on Avalanche,bearish
1067,CRV continueratil à frapper ATH en 2022 ,bearish
1068,mastafa,neutral
1069,AIP21 Staking Process with Caps 1x drop  Process,bullish
1070,Should we deploy Uniswap V3 on AVAX,bearish
1071,Pink Shiba Inu,bearish
1072,Proposal govFactor,bullish
1073,Considering the great development of defi do you support the curve airdrop,bullish
1074,do you work in cryptocurrency,bullish
1075,Logo Competition Vote,bullish
1076,Add a way to buy cake directly using a credit card,neutral
1077,hold cake to reduce provider fee,neutral
1078,for this price now would you buy the dip,bullish
1079,BIP 99 Badger Emissions Going Forward,neutral
1080,朋友们crv的仓位是多少,bullish
1081,CAKE is building,neutral
1082,crv 2021年收盘价竞猜,neutral
1083,AIP316 Fantasy MMORPG Game  Powered Exclusively By ApeCoin,neutral
1084,Repost BIP 54 Grants Month 5,bearish
1085,We are family from the Ukraine and we need your help,neutral
1086,Proposal for a XCAD Network XCAD Syrup Pool and Farm,bearish
1087,BIP14 Funding Proposal for the Balancer Foundation,bullish
1088,CIP19  Add HUSD Metapool,bearish
1089,I propose Pancakeswap becomes its own blockchain,bearish
1090,Free for all NFT buy  sell page,neutral
1091,start of bull market,neutral
1092,Launch RocketPool rETH pool to promote decentralization,bullish
1093,The latest issue of IFO Do you want to participate,bearish
1094,Add a WISBBNB Liquidity Pool with CAKE Emissions,neutral
1095,TEMP CHECK Aave  Flipside Proposal,neutral
1096,Swap Community ETHW,bearish
1097,Help with relief Operations for Tropical Storm Nalgae victims,neutral
1098,BIP 63 Badger Boost PowerUp,bullish
1099,Proposal Balancer V2 Authorize Balancer Labs to emergency pause,bullish
1100,Just be patient and wait cake to the universe,bullish
1101,world war 3,neutral
1102,BIP402 Enable Overnight Steady Accord Pool Gauge Optimism,bearish
1103,Why Cake and BNBchain so good but low users,neutral
1104,有通过持有crv得到空投奖励吗,bullish
1105,Multichain,bearish
1106,AIP113 Extending AIP1  the DAO Process  Process,bullish
1107,Deploy PancakeSwap in Solana,neutral
1108,sCIP46  Gauge substitution on Fantom,bullish
1109,Limited Edition Seasonal NFT,neutral
1110,BIP571 Deploy Balancer on Monad,neutral
1111,Approve bounty of xSUSHIs incident,bearish
1112,ZEIP96  Metatransactions and Multiplex Upgrades,bearish
1113,Deploy Balancer to Optimism managed by BeethovenX,bearish
1114,Burn staking pool,bearish
1115,是否应该将币安提CRV币的手续费降低,bullish
1116,今天是哪一天,bullish
1117,BIP123 Enable cbETHwstETH Gauge Ethereum,bullish
1118,ARFC Migrate Holdings from v2 to v3 and acquire wstETH and rETH,neutral
1119,CAKE Price Forecast for November 2023,neutral
1120,Temperature Check Delegation of UNI to Active but Underrepresented Delegates,bullish
1121,Will you continue to hold CAKE,bearish
1122,ARFC Aave Funding Update,bullish
1123,no 1,neutral
1124,Bitcoin Price Prediction 25K or 45K  Whats Your Bet,bullish
1125,hello,bearish
1126,Activate Uniswap Protocol Governance,bullish
1127,Special PancakeSquad NFT holders IFO  allocation,neutral
1128,Using cake to buy nfts,neutral
1129,1 vote please,neutral
1130,希望强大的社区能给予帮助,bearish
1131,i want to live,neutral
1132,ARFC Aave V3 Deployment on BNB Chain,neutral
1133,cake donation to support small projects,bullish
1134,I want buy Ducati Panigale V4S  Please help me with some cake,neutral
1135,CIP19  Add GUSD Metapool,bearish
1136,AIP344  Moving gallery for the DAO,bullish
1137,To extend locked staking beyond 52 wks,bearish
1138,ARC Platypus Finance Rescue Mission,bullish
1139,Proposal Increase TEL capTier from cap1 to cap2 1M  3M,bearish
1140,How much time are you comfortable locking Cake,bullish
1141,BIP52 Allocate BAL Liquidity to Aave,neutral
1142,CIP 17  Claim to veCRV option,bullish
1143,Enable HAUSWETH 8020 veBAL Gauge,bearish
1144,IFO Basic,bearish
1145,Boosted Pools Authorize Balancer Labs to emergency pause,bullish
1146,when to da moon,bearish
1147,LP with CAKE,bullish
1148,ARFC CRV V2 Ethereum Deprecation Plan,bearish
1149,AutoFarm Refund and New Collaboration with Venus,neutral
1150,Proposal for a SingularityDAO SDAO Farm,neutral
1151,Voting test,bearish
1152,BIP618 Enable D2DGYD 8020 Gauge Arbitrum,neutral
1153,Do you want PancakeSwap merchandise,bullish
1154,TEMP CHECK Add sFRAX to Ethereum V3,neutral
1155,AIP22 Staking Pool Allocation Reloaded  Ecosystem Fund Allocation,bullish
1156,ARC V3 Supply Cap Recommendations for Uncapped Assets Fasttrack,neutral
1157,Temperature Check  Optimistic Funding for 0x Improvement Proposals,bullish
1158,Add persian language,neutral
1159,Provide more details for all tokens in farming,bullish
1160,ARC Risk Parameter Updates for Aave V2 and Aave Arc Fireblocks 20220526,bullish
1161,Can i have some cake,neutral
1162,BIP37 Allocate BAL Liquidity to Polygon  Arbitrum Multichain Bridge,neutral
1163,Predictions  Betting on higher odds will burn more cake,bearish
1164,BIP339 Enable Stafi rETHWETH Gauge 10 Cap Arbitrum,neutral
1165,你认为Curve需要优化它的网站UI吗,bullish
1166,BIP114 Symmetric as the Official Friendly Fork of Balancer on Celo,bullish
1167,Revised ARC Add 1INCH as collateral,bullish
1168,Proportional AutoCake pool APY,bullish
1169,ARC Add support for LUSD Liquity,bullish
